,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2022-03-31,2836451.168948635,2958150.4106153348,3193805.142924622,2768765.31555925,2911295.39912995,242873.62159971907,172277.9186564944,303853.7400382568,242873.62159971907,172277.9186564944,303853.7400382568,0.0,0.0,0.0,3079324.790548354
1,2022-04-30,2821656.6325269304,2872197.221193473,3088028.7755736136,2755824.4508578605,2884393.86791675,158601.47188566247,88238.81347337889,230028.72384311128,158601.47188566247,88238.81347337889,230028.72384311128,0.0,0.0,0.0,2980258.104412593
2,2022-05-31,2806569.678320969,2935095.5040598996,3141492.84737097,2751455.478198417,2865810.755730129,226156.22808533386,145571.21325932432,298641.29593008175,226156.22808533386,145571.21325932432,298641.29593008175,0.0,0.0,0.0,3032725.906406303
3,2022-06-30,2792594.4437102913,2821856.744614583,3029902.060477695,2734955.2887582607,2847610.402874586,132423.7490619547,63730.18036083733,198544.07731862512,132423.7490619547,63730.18036083733,198544.07731862512,0.0,0.0,0.0,2925018.192772246
4,2022-07-31,2778283.9794294843,2503161.741821306,2697603.890361431,2720559.1095391787,2835283.0523610306,-181050.57160883726,-250351.29700008692,-109924.19024281956,-181050.57160883726,-250351.29700008692,-109924.19024281956,0.0,0.0,0.0,2597233.407820647
5,2022-08-31,2761855.6799969543,2429268.2608274473,2639355.431510261,2706297.014353481,2821584.1932775252,-229912.11007032343,-294340.5336751872,-166513.18833028484,-229912.11007032343,-294340.5336751872,-166513.18833028484,0.0,0.0,0.0,2531943.5699266307
6,2022-09-30,2745381.4229428223,2393405.9229548923,2614862.393639768,2686543.198510924,2804605.1557722497,-236725.4022835377,-313751.6393504067,-155951.9896636761,-236725.4022835377,-313751.6393504067,-155951.9896636761,0.0,0.0,0.0,2508656.0206592847
7,2022-10-31,2725908.4356552516,2850023.266944919,3086583.2558991117,2663271.3821926643,2785857.871267905,245721.15913955757,130276.84004922236,363271.527237322,245721.15913955757,130276.84004922236,363271.527237322,0.0,0.0,0.0,2971629.5947948094
8,2022-11-30,2706556.1638169335,2523981.20681723,2778605.0176189495,2645445.8413483053,2771069.4137269855,-53690.087457383685,-129047.20784939128,22967.534164203134,-53690.087457383685,-129047.20784939128,22967.534164203134,0.0,0.0,0.0,2652866.07635955
9,2022-12-31,2684171.7897288795,2604318.8222511355,2848215.249603708,2619968.5461049573,2752793.829784653,44385.252801867406,-48600.309638668914,137080.5754341472,44385.252801867406,-48600.309638668914,137080.5754341472,0.0,0.0,0.0,2728557.0425307467
