,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2022-03-31,2769010.164265625,2749673.1770712687,3310492.4001992065,2633762.88829255,2971123.96912485,270259.80307501665,95562.59605937214,502557.87634970935,270259.80307501665,95562.59605937214,502557.87634970935,0.0,0.0,0.0,3039269.9673406417
1,2022-04-30,2754218.090749503,2812736.0285357796,3139790.3556618816,2619635.583884182,2916754.579295116,235985.44605183072,38750.08429938243,422880.8074750724,235985.44605183072,38750.08429938243,422880.8074750724,0.0,0.0,0.0,2990203.536801334
2,2022-05-31,2739877.4743247633,2726858.5070596267,3254775.6769706495,2604859.821773646,2888633.166734535,277977.72005203785,102310.43148999086,591241.6117847089,277977.72005203785,102310.43148999086,591241.6117847089,0.0,0.0,0.0,3017855.194376801
3,2022-06-30,2727790.1326058293,2711104.0332507268,3211744.817712144,2589561.1285740416,2881603.3221124043,204326.27736773642,80295.8324939513,359713.8780227558,204326.27736773642,80295.8324939513,359713.8780227558,0.0,0.0,0.0,2932116.4099735655
4,2022-07-31,2717707.9924712307,2302040.078709912,3075608.497913157,2584219.0632165517,2859773.4265070306,-146731.7454588598,-274525.7217715561,68098.02940526763,-146731.7454588598,-274525.7217715561,68098.02940526763,0.0,0.0,0.0,2570976.2470123707
5,2022-08-31,2699843.7423058143,2337071.5960907233,2845419.548938819,2562816.764930965,2845171.9894853067,-179449.58769902258,-331484.8233412603,20640.01182048265,-179449.58769902258,-331484.8233412603,20640.01182048265,0.0,0.0,0.0,2520394.1546067917
6,2022-09-30,2684231.845394934,2023197.7114488655,2736157.182055716,2559109.585157043,2827577.033268222,-242330.22102232176,-521952.4226260547,-23839.38490838068,-242330.22102232176,-521952.4226260547,-23839.38490838068,0.0,0.0,0.0,2441901.624372612
7,2022-10-31,2667760.1081363615,2717370.2779225297,3497114.3715105504,2526343.6677797763,2816127.9428530447,439884.8068272136,41200.757897870324,842903.809997366,439884.8068272136,41200.757897870324,842903.809997366,0.0,0.0,0.0,3107644.914963575
8,2022-11-30,2649917.0722643216,2055908.816435707,2937460.3051475487,2516588.1364167295,2798670.038605712,-154152.00143985884,-374211.80165486963,102385.9942429186,-154152.00143985884,-374211.80165486963,102385.9942429186,0.0,0.0,0.0,2495765.070824463
9,2022-12-31,2631000.3029482695,2450526.3551256494,2983308.6613084525,2524014.4339517457,2784219.783096583,135003.0171903022,-25344.739730818525,243154.97853905155,135003.0171903022,-25344.739730818525,243154.97853905155,0.0,0.0,0.0,2766003.320138572
10,2023-01-31,2610399.150343754,2282106.745710506,2891935.4362139963,2496104.0770505355,2755917.0712845908,-46274.40337391621,-360086.4080001198,265473.11107085895,-46274.40337391621,-360086.4080001198,265473.11107085895,0.0,0.0,0.0,2564124.7469698377
11,2023-02-28,2592359.3277175254,2019861.9099721783,2767006.043282954,2483319.2523076395,2728618.5914814956,-224390.64988291697,-506406.79353867256,60026.135828280334,-224390.64988291697,-506406.79353867256,60026.135828280334,0.0,0.0,0.0,2367968.6778346086
12,2023-03-31,2575511.744691302,2502058.6748534567,3138800.609670623,2473650.001186216,2688470.579821345,211962.09092701017,988.1882133899751,466544.4837328395,211962.09092701017,988.1882133899751,466544.4837328395,0.0,0.0,0.0,2787473.8356183125
