,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2022-03-31,2826102.4557942045,2981731.9872107613,3178768.963230488,2757096.21827885,2881870.3502918,251726.2886146328,191784.2863619633,311894.76334255683,251726.2886146328,191784.2863619633,311894.76334255683,0.0,0.0,0.0,3077828.7444088375
1,2022-04-30,2812797.510700232,2885902.6947365245,3066167.3787067644,2755592.0057298364,2860412.185659706,159748.69541447173,101437.51708469098,220251.63910483976,159748.69541447173,101437.51708469098,220251.63910483976,0.0,0.0,0.0,2972546.206114704
2,2022-05-31,2799169.3729317444,2944614.7544415086,3128111.3880086537,2747274.1481906306,2840105.4015640854,238230.9176411516,181826.9661753511,296959.72361483163,238230.9176411516,181826.9661753511,296959.72361483163,0.0,0.0,0.0,3037400.290572896
3,2022-06-30,2786552.3817019872,2824275.544363849,3009423.337834043,2737452.88726132,2827578.4396668635,134683.67630710683,77503.55364701366,187181.39745181054,134683.67630710683,77503.55364701366,187181.39745181054,0.0,0.0,0.0,2921236.058009094
4,2022-07-31,2772909.4712221897,2502477.9239920657,2688285.924081879,2730291.7658409136,2811581.105763752,-172877.97466327064,-235578.40437206728,-113849.95398356607,-172877.97466327064,-235578.40437206728,-113849.95398356607,0.0,0.0,0.0,2600031.496558919
5,2022-08-31,2757825.8785514385,2431784.9195988243,2618201.102419433,2713859.8801491293,2794466.8595716073,-233404.1060745351,-288400.25104913715,-177789.4467210066,-233404.1060745351,-288400.25104913715,-177789.4467210066,0.0,0.0,0.0,2524421.772476903
6,2022-09-30,2741100.14089888,2438094.7043295675,2648977.634391206,2697990.548310028,2778846.452200983,-201586.79974845465,-265255.0685918479,-137291.61667023166,-201586.79974845465,-265255.0685918479,-137291.61667023166,0.0,0.0,0.0,2539513.3411504254
7,2022-10-31,2721745.9282757137,2862729.8382978872,3073603.459167713,2684723.7443403634,2762125.716615185,245562.1889533075,171987.01495748234,313975.2049599134,245562.1889533075,171987.01495748234,313975.2049599134,0.0,0.0,0.0,2967308.117229021
8,2022-11-30,2700969.552888226,2539131.0419851467,2756677.3318094215,2660239.005981031,2741749.3321719174,-58358.64752097651,-114775.19137765163,2664.0062501814004,-58358.64752097651,-114775.19137765163,2664.0062501814004,0.0,0.0,0.0,2642610.9053672496
9,2022-12-31,2678443.4808004247,2621888.0633925926,2829677.843652633,2635527.319481664,2719018.50374302,48478.37599895453,-23828.238846048353,129736.42109265336,48478.37599895453,-23828.238846048353,129736.42109265336,0.0,0.0,0.0,2726921.8567993795
10,2023-01-31,2655605.539787383,2462323.2869110913,2676499.2864624895,2612568.1561382343,2696993.7115505617,-76247.38383724935,-151530.20231337278,10212.2871662537,-76247.38383724935,-151530.20231337278,10212.2871662537,0.0,0.0,0.0,2579358.1559501337
11,2023-02-28,2635051.2282161056,2384826.608881093,2618420.8303355346,2591030.469598523,2679224.266016175,-137498.602412216,-237038.75718465264,-28826.80412589214,-137498.602412216,-237038.75718465264,-28826.80412589214,0.0,0.0,0.0,2497552.6258038897
12,2023-03-31,2612932.9368092953,2760391.27444072,2959557.0240767607,2571512.679299716,2656042.8841650616,249402.69227563043,179764.93173255076,310367.90860303666,249402.69227563043,179764.93173255076,310367.90860303666,0.0,0.0,0.0,2862335.6290849256
13,2023-04-30,2593660.617033474,2653689.8771266667,2843481.848001991,2551005.6634383653,2636987.3876993963,156161.86202602126,93133.80161989939,232137.0786076984,156161.86202602126,93133.80161989939,232137.0786076984,0.0,0.0,0.0,2749822.4790594955
14,2023-05-31,2576307.5002021017,2711290.9751192583,2904595.2746022213,2536889.616447094,2618427.864331033,237523.11258831478,173663.09174718775,301594.49681380397,237523.11258831478,173663.09174718775,301594.49681380397,0.0,0.0,0.0,2813830.6127904165
15,2023-06-30,2561770.3389342064,2603321.2755492358,2809046.3735215967,2520929.470360722,2603955.187345617,142965.56195311918,70628.39613737313,209263.49822265038,142965.56195311918,70628.39613737313,209263.49822265038,0.0,0.0,0.0,2704735.9008873254
16,2023-07-31,2549418.574700759,2313208.8155315346,2518355.013869117,2504295.3302523904,2589980.9266942083,-131368.81172299662,-201362.6257048738,-59287.10080692311,-131368.81172299662,-201362.6257048738,-59287.10080692311,0.0,0.0,0.0,2418049.762977762
17,2023-08-31,2540809.5472257542,2255524.663324853,2453701.356872056,2494406.582602057,2577458.056337715,-182619.49639502153,-247775.12405587107,-112045.86630841938,-182619.49639502153,-247775.12405587107,-112045.86630841938,0.0,0.0,0.0,2358190.0508307326
18,2023-09-30,2538886.19638513,2084794.0641806868,2305670.17067872,2497103.854352923,2574133.45638362,-341657.7720256029,-418595.9008552151,-259759.30215314127,-341657.7720256029,-418595.9008552151,-259759.30215314127,0.0,0.0,0.0,2197228.424359527
19,2023-10-31,2540036.752807058,2642903.2868147097,2847470.626029563,2497398.3194699087,2576297.8814596534,206745.8336419193,145110.84396945444,263075.04516022507,206745.8336419193,145110.84396945444,263075.04516022507,0.0,0.0,0.0,2746782.5864489772
20,2023-11-30,2544987.8938044333,2513634.6121488535,2728034.3466450544,2502023.5903657563,2587304.82265066,75409.61746848552,-13021.025496712638,163876.87043983844,75409.61746848552,-13021.025496712638,163876.87043983844,0.0,0.0,0.0,2620397.511272919
21,2023-12-31,2553679.3939069486,2524898.020657194,2728270.083980377,2509499.50037351,2592080.277471029,71386.59582636751,-3523.3825133800374,150361.97990110773,71386.59582636751,-3523.3825133800374,150361.97990110773,0.0,0.0,0.0,2625065.989733316
22,2024-01-31,2564844.7720574173,2319075.1030636025,2529979.5885054963,2522084.0794175863,2599395.3873333763,-135815.2617536002,-197774.22883081596,-70155.85820835624,-135815.2617536002,-197774.22883081596,-70155.85820835624,0.0,0.0,0.0,2429029.510303817
23,2024-02-29,2577933.3181324364,2329222.9765357845,2547588.1895611146,2533791.495119076,2617224.2697525294,-137601.47650135416,-214062.66621170618,-65005.43394778405,-137601.47650135416,-214062.66621170618,-65005.43394778405,0.0,0.0,0.0,2440331.8416310824
24,2024-03-31,2592171.749110343,2740965.379736464,2956944.5460613426,2549974.339292224,2631333.0876010554,256772.69145636595,187046.25691897274,326808.18122317817,256772.69145636595,187046.25691897274,326808.18122317817,0.0,0.0,0.0,2848944.440566709
25,2024-04-30,2605950.8758631563,2668862.4791320167,2880880.945965755,2564741.2213607677,2648249.700350495,167803.0720520786,94368.9311827046,231013.32250071032,167803.0720520786,94368.9311827046,231013.32250071032,0.0,0.0,0.0,2773753.947915235
26,2024-05-31,2620189.3068410633,2761262.6157661686,2967771.4663825077,2572306.9671152616,2667287.5338793863,240846.72028507455,166141.71265214318,314273.2628915606,240846.72028507455,166141.71265214318,314273.2628915606,0.0,0.0,0.0,2861036.027126138
27,2024-06-30,2633968.4335938767,2652646.5926704453,2850805.690803711,2579950.341677415,2687804.330154369,119745.51752390564,48511.229892083946,179050.10558618035,119745.51752390564,48511.229892083946,179050.10558618035,0.0,0.0,0.0,2753713.9511177824
